model,impute_strategy,fit_time_mean,score_time_mean,test_f1_mean,test_f1_min,test_f1_max,test_f1_std,train_f1_mean,train_f1_min,train_f1_max,train_f1_std,test_balanced_accuracy_mean,test_balanced_accuracy_min,test_balanced_accuracy_max,test_balanced_accuracy_std,train_balanced_accuracy_mean,train_balanced_accuracy_min,train_balanced_accuracy_max,train_balanced_accuracy_std,test_roc_auc_mean,test_roc_auc_min,test_roc_auc_max,test_roc_auc_std,train_roc_auc_mean,train_roc_auc_min,train_roc_auc_max,train_roc_auc_std,test_accuracy_mean,test_accuracy_min,test_accuracy_max,test_accuracy_std,train_accuracy_mean,train_accuracy_min,train_accuracy_max,train_accuracy_std,test_recall_mean,test_recall_min,test_recall_max,test_recall_std,train_recall_mean,train_recall_min,train_recall_max,train_recall_std,test_precision_mean,test_precision_min,test_precision_max,test_precision_std,train_precision_mean,train_precision_min,train_precision_max,train_precision_std,fit_time_min,fit_time_max,fit_time_std,score_time_min,score_time_max,score_time_std,num_rows_dropped
"RandomForestClassifier(n_jobs=10, random_state=7742)",knn150,81.97392671108246,16.235011792182924,0.2752612058176166,0.2445414847161572,0.30379746835443033,0.021268943213239383,0.9995864629477398,0.9991137370753324,1.0,0.00027078068279250703,0.5833976270259362,0.5725947841332457,0.593996429102812,0.007666168681754542,0.9995867071230868,0.9991145218417945,1.0,0.00027056373104545825,0.9168712282028573,0.9093985457083522,0.9276608617049882,0.006209646424488697,1.0,1.0,1.0,0.0,0.9569169113795384,0.9554645508062451,0.9582693292370712,0.0008990612136373652,0.9999601791936208,0.999914670914159,1.0,2.6068748803152488e-05,0.17004953281549023,0.14814814814814814,0.19148936170212766,0.015403306762965613,0.9991734142461738,0.9982290436835891,1.0,0.000541127462090868,0.7262159706270703,0.6666666666666666,0.7777777777777778,0.035801255992359775,1.0,1.0,1.0,0.0,77.0154960155487,88.66431260108948,4.210874381434734,14.388648986816406,18.798409461975098,1.6758222912779193,0
"RandomForestClassifier(n_jobs=10, random_state=7742)",knn100,81.51073405742645,16.760669350624084,0.27244492932262143,0.23318385650224216,0.3223140495867768,0.029970718120185133,0.9996751241547918,0.9991137370753324,1.0,0.0002453846013615873,0.5825806706340064,0.5679389334813179,0.601706190699644,0.011111412187758506,0.999675289807116,0.9991145218417945,1.0,0.00024517361221091386,0.9156067960450942,0.9069641185025801,0.927928965469882,0.00678125975021819,1.0,1.0,1.0,0.0,0.9568144786144736,0.9554645508062451,0.958024059380599,0.0008636512086669644,0.9999687123449134,0.999914670914159,1.0,2.3626515066647696e-05,0.16844253067657322,0.13829787234042554,0.2074468085106383,0.022599678094557703,0.9993505796142321,0.9982290436835891,1.0,0.0004903472244217902,0.7229228006672841,0.6744186046511628,0.7647058823529411,0.027689699831518574,1.0,1.0,1.0,0.0,77.05410099029541,84.0931715965271,2.247462172294724,14.500361204147339,19.17727756500244,1.3884251866982018,0
"RandomForestClassifier(n_jobs=10, random_state=7742)",knn40,81.8483513355255,15.962597274780274,0.22947754981204155,0.17592592592592593,0.27192982456140347,0.027966195590834735,0.9995272914017816,0.9988172678888232,1.0,0.0003785390518320289,0.5674676965143293,0.5493215867602119,0.5812364803772332,0.009390121473675486,0.9995276578117688,0.9988186650915535,1.0,0.00037811100593109886,0.9127050785491274,0.9026444096002197,0.9273216554313117,0.0077775759351014296,1.0,0.9999999999999999,1.0,3.510833468576701e-17,0.9554065457629779,0.9536728948041976,0.9575012800819253,0.0011480852534573886,0.999954490506995,0.9998862246494297,1.0,3.642543039562498e-05,0.1381627828436339,0.10106382978723404,0.16489361702127658,0.01880757833007778,0.9990553156235377,0.997637330183107,1.0,0.00075622201186217,0.6851560578174716,0.6052631578947368,0.78125,0.05549209645628028,1.0,1.0,1.0,0.0,76.9513213634491,86.88661456108093,3.614673227543017,13.772435188293457,18.826970100402832,1.6866378931512802,0
"RandomForestClassifier(n_jobs=10, random_state=7742)",knn30,79.55112903118133,15.866952085494995,0.21239093271817136,0.1767441860465116,0.2543859649122807,0.02157534757071667,0.999556833556033,0.9985220218740762,1.0,0.0004433294535120959,0.5617870571646445,0.5494560676639236,0.5756483696336396,0.007158050803057965,0.9995572260526886,0.9985242030696576,1.0,0.0004427274617062317,0.9125496612447632,0.9037252640976046,0.9252107344374121,0.00729041426700081,1.0,1.0,1.0,0.0,0.9546897523069326,0.9531609930893269,0.9564772145417306,0.0009640507700682273,0.9999573348907592,0.9998577808117871,1.0,4.266543285998101e-05,0.12698975571315993,0.10106382978723404,0.15425531914893617,0.014320651520487048,0.9991144521053774,0.9970484061393152,1.0,0.0008854549234124446,0.6548231568172291,0.5789473684210527,0.725,0.05193711505922759,1.0,1.0,1.0,0.0,72.50044345855713,83.45359444618225,3.3748288727419617,13.290664672851562,18.232273817062378,1.7718893369422106,0
"RandomForestClassifier(n_jobs=10, random_state=7742)",knn20,80.3507069826126,15.608213138580322,0.20962316284630797,0.17431192660550457,0.2672413793103448,0.02640623786865054,0.9995864105939123,0.9988179669030733,1.0,0.0003784052626475096,0.5608257962554077,0.5490526249527886,0.5806985567623866,0.008996616202287649,0.9995867245571912,0.9988193624557261,1.0,0.00037799935109388797,0.9092289748697862,0.8983381593856224,0.920857632396094,0.008628391345175013,1.0,1.0,1.0,0.0,0.9547665637752083,0.9534169439467622,0.9564772145417306,0.000847951245016316,0.9999601792745235,0.9998862278855453,1.0,3.642495026532649e-05,0.12487898232579084,0.10106382978723404,0.16489361702127658,0.018227341243070266,0.9991734491143823,0.9976387249114522,1.0,0.0007559987021877517,0.6619589487103928,0.5945945945945946,0.71875,0.0358745510397378,1.0,1.0,1.0,0.0,75.23062658309937,85.53809976577759,3.030400798580696,13.19915223121643,18.56611943244934,1.9256720567405994,0
"RandomForestClassifier(n_jobs=10, random_state=7742)",knn5,80.93743896484375,16.32849109172821,0.1532964005857766,0.09389671361502347,0.19730941704035873,0.03405866631034135,0.9995273961920137,0.9988179669030733,0.9997047534691467,0.0003013981315190075,0.5428607564717243,0.524572293803063,0.5567628566361353,0.01060732003550806,0.9995277101140818,0.9988193624557261,0.9997048406139315,0.00030098418656134685,0.8966681919855019,0.8788319904318267,0.9191221902478932,0.012601086859606595,1.0,0.9999999999999999,1.0,3.510833468576701e-17,0.9527441981523571,0.9506014845149732,0.9541847965190683,0.0010385938396423457,0.9999544905878978,0.9998862246494297,0.9999715569713863,2.900693038279678e-05,0.08927164246313182,0.05291005291005291,0.11702127659574468,0.021351098083165976,0.9990554202281636,0.9976387249114522,0.999409681227863,0.0006019683731226741,0.5538105811812708,0.4166666666666667,0.6333333333333333,0.06622504056836324,1.0,1.0,1.0,0.0,76.37739634513855,87.06850695610046,4.270096027362581,14.325066089630127,18.444669246673584,1.5245963682874113,0
"RandomForestClassifier(n_jobs=10, random_state=7742)",drop,1.3944005250930787,0.07671809196472168,0.07252029148493919,0.0,0.125,0.03452147727857989,0.9998577524893314,0.9985775248933144,1.0,0.000426742532005675,0.5196564695253582,0.4991472427515634,0.5367560239646653,0.010129000356565469,0.9998579545454545,0.9985795454545454,1.0,0.00042613636363637576,0.9100495747974785,0.8751621696476728,0.9552484657658052,0.02488658329526476,1.0,0.9999999999999999,1.0000000000000002,7.850462293418876e-17,0.9775342994284923,0.9760978321289605,0.9794330183435241,0.0009702701114880345,0.9999938214396046,0.9999382143960457,1.0,1.853568118629356e-05,0.04096153846153846,0.0,0.07692307692307693,0.020561740544698105,0.999715909090909,0.9971590909090909,1.0,0.0008522727272727182,0.3952380952380953,0.0,1.0,0.24530050061283412,1.0,1.0,1.0,0.0,1.1981914043426514,1.8141157627105713,0.17750840098198992,0.04506945610046387,0.12277746200561523,0.02479353223515458,21081
DummyClassifier(strategy='most_frequent'),knn100,82.0283005475998,17.515027546882628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.0,0.9518226571158858,0.9516252879447146,0.95188123880215,9.879985730427317e-05,0.9518226500979686,0.9518161390334784,0.951844582871121,1.0979224608019032e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.85301542282104,87.23843312263489,2.8069932635615773,15.645609140396118,18.829709768295288,0.8865893183101915,0
DummyClassifier(strategy='most_frequent'),knn150,80.61129689216614,18.473587322235108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.0,0.9518226571158858,0.9516252879447146,0.95188123880215,9.879985730427317e-05,0.9518226500979686,0.9518161390334784,0.951844582871121,1.0979224608019032e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.02475380897522,88.7022442817688,4.389902855171499,16.43923854827881,20.58273482322693,1.4151465181999718,0
DummyClassifier(strategy='most_frequent'),knn40,76.69920763969421,16.91009929180145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.0,0.9518226571158858,0.9516252879447146,0.95188123880215,9.879985730427317e-05,0.9518226500979686,0.9518161390334784,0.951844582871121,1.0979224608019032e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.72763061523438,81.12928938865662,2.8730746749580636,14.695399761199951,18.687874794006348,1.2957172027329322,0
DummyClassifier(strategy='most_frequent'),knn30,78.91203563213348,17.26055269241333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.0,0.9518226571158858,0.9516252879447146,0.95188123880215,9.879985730427317e-05,0.9518226500979686,0.9518161390334784,0.951844582871121,1.0979224608019032e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.59513878822327,85.41896963119507,3.3618294935019226,16.03021550178528,18.627277135849,0.9984649851704113,0
DummyClassifier(strategy='most_frequent'),mean,0.07100293636322022,0.02688620090484619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.0,0.9518226571158858,0.9516252879447146,0.95188123880215,9.879985730427317e-05,0.9518226500979686,0.9518161390334784,0.951844582871121,1.0979224608019032e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06250882148742676,0.08813905715942383,0.008939630523337605,0.012447118759155273,0.06250429153442383,0.01570021565014351,0
DummyClassifier(strategy='most_frequent'),knn20,79.09031319618225,17.194216108322145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.0,0.9518226571158858,0.9516252879447146,0.95188123880215,9.879985730427317e-05,0.9518226500979686,0.9518161390334784,0.951844582871121,1.0979224608019032e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.70145297050476,85.05422401428223,3.593671527719651,14.692048072814941,18.596387147903442,1.3087523722913441,0
DummyClassifier(strategy='most_frequent'),median,0.3017669916152954,0.014137339591979981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.0,0.9518226571158858,0.9516252879447146,0.95188123880215,9.879985730427317e-05,0.9518226500979686,0.9518161390334784,0.951844582871121,1.0979224608019032e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2784905433654785,0.31812191009521484,0.01561352413125341,0.0,0.029620647430419922,0.00776813465561833,0
DummyClassifier(strategy='most_frequent'),knn5,77.11804659366608,16.448861908912658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.0,0.9518226571158858,0.9516252879447146,0.95188123880215,9.879985730427317e-05,0.9518226500979686,0.9518161390334784,0.951844582871121,1.0979224608019032e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.98938012123108,83.28895258903503,4.577471335475661,14.75264596939087,18.797693252563477,1.1727282581359784,0
DummyClassifier(strategy='most_frequent'),drop,0.007001113891601562,0.005001497268676758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.0,0.9782572631810652,0.9777654252362423,0.9783212896053363,0.00016401493425549762,0.978257243201484,0.9782501235788433,0.9783119130004944,1.8230972277752436e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060007572174072266,0.009001493453979492,0.0008945756230872868,0.004001140594482422,0.0070018768310546875,0.0010002136435061351,21081
